62:7,7,9,8,3,9,6,2,9,2,9,3,2,6,1,8,5,8,9,4,6,9,6,9,8,6,1,4,9,2
63:9,6,1,2,4,3,9,2,5,2,1,1,6,2,4,8,5,2,7,8,4,3,2,2,9,6,3,8,6,8
64:4,2,8,3,6,6,2,5,7,7,5,6,3,5,3,7,6,1,7,4,7,5,6,5,9,3,5,9,4,8
65:4,5,3,6,1,2,1,4,2,7,1,7,9,1,5,2,1,8,6,8,8,3,4,6,1,9,4,2,2,3
66:2,3,1,9,9,9,2,7,6,6,1,6,2,7,7,1,9,8,1,5,9,2,9,2,1,1,2,2,6,9
67:1,7,7,6,4,6,4,5,7,3,4,3,5,4,7,2,5,8,4,9,6,8,6,1,9,2,1,9,3,8
68:6,4,1,9,1,6,8,4,7,1,8,7,2,8,7,9,3,3,9,3,1,7,5,3,2,6,7,1,6,1
69:5,7,3,1,1,2,9,8,7,8,9,1,2,2,7,3,1,2,7,6,9,5,8,1,8,5,2,3,7,5
70:6,7,8,8,1,1,6,9,5,8,1,1,2,9,6,7,7,7,2,3,3,5,5,2,8,1,8,1,2,3
71:5,6,5,9,6,4,5,3,8,1,8,9,6,7,9,9,5,1,3,2,1,3,6,5,1,6,9,3,5,5
72:5,3,1,9,5,5,4,5,8,9,8,3,4,3,6,5,5,3,8,3,5,3,5,6,4,3,3,9,7,4
73:9,2,4,1,3,7,4,8,6,1,9,2,5,2,7,9,6,9,9,6,3,4,8,4,9,1,9,4,5,9
74:8,7,4,5,1,8,3,4,2,2,9,2,1,5,1,5,3,5,3,2,4,1,9,2,5,4,5,3,7,7
75:7,5,6,8,2,9,6,6,7,4,6,8,2,7,4,2,4,7,2,2,1,2,7,1,8,7,5,6,1,7
76:1,5,2,5,1,5,5,5,3,7,4,1,4,1,5,2,8,9,8,6,4,6,8,7,3,2,4,4,1,2
77:4,8,9,7,1,1,3,6,1,4,8,7,6,1,4,7,6,7,6,4,4,6,7,8,3,4,5,5,6,9
78:8,7,9,8,2,5,1,5,4,3,7,9,7,6,4,8,6,1,6,4,5,2,7,5,7,4,1,7,3,2
79:7,5,1,7,9,1,4,5,3,8,1,2,3,3,4,6,6,4,4,5,5,7,9,9,1,6,6,1,2,3
80:6,7,8,8,1,1,6,9,5,8,1,1,2,9,6,7,7,7,2,3,3,6,5,2,8,1,8,1,2,1
81:6,2,8,7,3,8,6,5,6,2,8,5,5,3,6,6,8,3,4,3,7,7,8,5,9,4,9,5,8,9
82:3,4,5,7,4,1,4,1,9,8,1,4,4,7,7,2,9,9,4,6,2,3,3,2,3,5,8,5,8,5
83:9,7,5,3,7,5,9,9,9,7,7,1,6,4,5,2,7,7,2,1,2,8,2,5,6,4,4,6,6,4
84:7,8,1,9,7,3,6,6,7,6,3,3,1,7,7,1,8,8,7,3,9,1,3,3,8,2,5,1,5,9
85:5,7,5,9,7,5,8,5,6,4,2,6,7,9,6,8,5,3,8,5,3,7,6,8,8,1,4,8,8,3
86:2,3,4,7,5,1,5,2,2,2,6,5,2,7,8,9,3,8,2,5,8,4,1,2,9,8,5,9,6,2
87:9,2,4,2,8,1,7,4,2,6,8,8,4,8,9,7,4,8,9,4,3,4,3,9,2,5,4,8,8,6
88:3,1,4,2,1,8,1,6,9,1,2,8,5,8,9,3,6,7,8,7,9,4,3,4,7,3,5,8,3,2
89:2,2,1,7,3,6,7,6,7,3,7,3,9,8,6,9,7,6,5,2,3,3,8,9,4,2,9,8,8,3
90:3,1,9,4,8,2,1,1,8,9,6,8,6,4,6,9,4,1,9,5,7,7,3,3,7,4,4,8,9,9
91:2,2,7,5,9,1,1,6,4,5,3,7,7,2,7,1,9,8,1,5,7,8,5,3,1,4,7,7,7,1
92:1,1,8,4,2,5,5,7,3,9,9,4,1,6,2,6,3,6,7,2,8,2,9,7,4,8,4,3,1,5
93:1,4,1,4,3,3,4,6,2,6,6,1,9,8,7,4,7,1,3,7,4,2,6,6,4,2,4,4,9,5
94:8,5,6,7,7,3,7,6,2,3,8,5,5,5,3,8,3,9,3,1,1,3,9,7,2,5,2,4,6,4
95:4,2,1,1,9,9,9,8,8,8,5,2,7,6,4,4,5,4,7,8,4,2,1,8,4,8,8,4,4,4
96:9,7,3,6,4,8,3,7,2,7,7,1,8,6,7,4,5,7,8,9,2,9,2,6,7,1,3,8,2,2
97:6,7,5,2,3,8,3,4,9,9,7,5,8,4,9,2,4,5,8,9,1,9,6,7,7,1,4,8,4,5
98:2,8,9,9,9,7,9,6,1,5,5,7,7,7,2,8,3,1,4,7,5,3,1,1,4,5,1,7,9,6
99:2,8,6,9,7,9,8,2,3,2,5,7,5,4,6,8,4,1,9,8,6,3,8,9,5,1,4,9,9,7
100:5,7,9,3,6,8,7,4,4,6,3,5,8,2,5,7,3,7,9,7,7,2,1,4,6,1,7,5,1,6
101:6,9,4,2,9,8,6,1,6,6,7,6,7,4,3,6,7,3,4,6,9,3,6,7,3,2,9,1,8,4
102:6,7,3,8,8,6,9,5,8,2,7,3,9,8,4,5,7,3,5,7,7,6,1,5,1,8,9,2,7,5
103:4,9,6,3,1,3,9,2,1,9,1,6,4,2,7,7,7,4,1,5,6,8,5,7,8,2,3,4,2,8
104:2,5,6,2,4,6,3,5,9,9,8,6,4,2,3,1,5,6,2,1,5,7,4,2,8,6,2,6,7,2
105:3,3,4,1,4,3,4,9,1,6,4,6,2,8,7,4,2,7,7,1,9,9,3,9,4,6,8,5,3,4
106:7,1,2,6,1,7,1,7,1,8,5,1,4,2,6,6,9,4,7,4,4,6,7,7,9,5,1,2,9,1
107:7,4,7,8,4,8,2,6,1,9,4,5,2,6,5,9,6,4,2,2,5,7,8,7,4,4,4,9,7,1
108:4,6,4,9,8,8,4,7,5,4,8,5,1,8,2,4,8,7,8,5,6,6,6,4,5,3,1,3,6,7
109:2,8,9,9,9,7,9,6,1,5,5,7,7,7,2,8,3,1,4,7,5,3,1,1,4,5,1,7,9,5
110:8,2,3,4,4,8,4,3,1,5,5,3,3,2,8,4,2,2,2,9,8,4,2,1,5,4,4,9,1,8
111:8,5,8,4,4,7,9,8,1,3,7,2,3,4,1,4,1,8,4,3,3,8,4,1,6,6,9,3,2,9
112:5,6,3,3,4,8,6,6,8,8,8,1,2,9,3,4,8,7,9,4,3,5,4,2,8,1,8,2,2,3
113:3,5,9,7,8,9,1,2,3,6,9,3,9,7,6,5,2,1,2,1,7,5,4,8,1,9,6,7,6,1
114:9,2,1,1,3,7,4,8,6,2,4,6,3,7,9,4,6,7,2,7,2,5,8,4,7,6,3,8,8,5
115:4,8,6,3,2,9,3,7,5,9,4,2,4,5,3,1,6,2,9,8,8,7,2,5,9,1,2,9,6,8
116:5,8,7,5,4,6,3,3,7,4,3,8,2,3,6,4,4,1,3,8,8,2,2,6,7,4,1,6,1,5
117:5,1,3,6,6,3,2,5,6,8,2,4,8,5,9,5,2,4,5,8,5,6,5,3,1,9,2,7,5,6
118:6,6,7,8,2,9,2,1,4,1,3,5,6,7,9,3,2,1,5,4,1,7,8,8,5,2,1,9,9,3
119:9,3,9,2,7,9,6,4,8,4,8,3,4,6,5,8,6,7,2,9,6,3,6,9,3,4,6,8,5,5
120:1,5,2,5,1,5,5,5,3,7,4,1,4,1,5,2,8,9,8,6,4,6,8,7,3,2,4,4,7,2
121:3,1,2,5,5,9,2,9,8,8,8,9,7,6,8,3,8,4,4,6,1,9,7,7,5,3,1,3,5,1
122:8,7,5,2,5,7,5,1,4,8,3,1,9,9,4,7,5,7,7,1,1,8,2,4,4,9,5,3,2,3
123:5,7,3,7,5,6,7,1,6,6,8,7,8,2,1,2,9,4,3,4,2,3,1,5,1,1,1,1,8,1
124:4,1,4,3,6,2,2,4,6,4,3,8,2,5,3,3,4,3,2,4,6,1,6,2,3,5,4,4,7,6
125:6,4,1,9,1,6,8,4,7,1,8,7,2,8,7,9,3,3,9,3,1,7,5,3,2,6,7,1,6,5
126:3,7,7,8,2,3,8,9,6,7,9,7,8,6,5,5,6,3,8,4,6,9,3,9,5,8,3,8,4,4
127:7,4,9,7,4,7,9,7,6,3,8,2,6,8,6,4,4,2,2,6,2,5,9,2,4,2,9,7,7,8
128:2,3,6,6,6,6,8,4,5,8,8,7,2,2,3,8,3,8,3,4,5,9,9,5,1,7,4,1,4,3
129:7,4,8,6,4,8,8,8,7,6,8,3,7,4,7,7,5,6,9,4,3,4,5,5,2,1,9,3,1,8
130:3,9,2,1,5,7,4,5,9,4,6,5,7,6,3,8,7,6,9,9,3,3,7,2,3,4,3,6,7,9
131:4,6,1,1,9,9,3,4,2,6,3,8,8,3,9,6,7,4,6,5,5,1,3,6,9,3,7,2,2,9
132:9,3,9,2,7,9,6,4,8,4,8,3,4,6,5,8,6,7,2,9,6,3,6,9,3,4,6,8,5,4
133:6,6,2,9,1,4,9,3,1,9,3,5,6,1,1,6,4,6,2,7,6,6,4,6,7,9,5,3,5,4
134:5,2,7,8,1,8,8,7,7,3,9,6,7,3,7,1,2,9,4,6,5,2,9,8,6,6,9,8,3,9
135:6,5,2,4,9,1,5,3,2,5,1,2,7,6,6,1,4,8,1,4,8,4,6,4,6,2,3,3,1,5
136:5,6,8,3,4,2,4,6,3,2,2,8,7,9,6,2,7,8,6,1,4,1,4,2,8,4,9,4,9,1
137:5,9,7,7,1,3,4,5,9,8,1,1,1,7,4,1,7,5,7,5,9,2,8,4,1,3,8,6,7,3
138:2,3,1,2,3,6,4,5,8,1,4,8,9,1,6,5,9,8,4,5,3,2,6,2,7,7,8,6,1,7
139:1,7,7,3,1,2,5,2,6,9,2,5,5,9,6,4,9,6,8,7,1,4,7,9,6,5,8,1,9,8
140:4,7,7,4,4,3,9,8,5,3,5,2,5,7,2,5,5,9,4,1,5,9,7,1,9,2,6,4,2,7
141:8,1,5,4,1,2,8,4,3,2,2,2,7,7,4,1,1,9,1,2,9,8,4,7,2,3,8,3,8,1
142:7,4,8,1,1,6,5,4,8,6,9,4,8,1,2,3,9,9,8,5,4,8,3,2,2,5,4,6,3,3
143:7,2,2,6,6,4,2,6,6,2,8,2,2,9,8,8,1,9,3,6,6,7,4,5,9,1,6,7,9,7
144:2,7,8,1,4,2,8,6,2,6,6,1,7,1,6,1,8,7,6,3,5,2,9,5,6,8,6,9,3,5
145:8,6,8,9,4,2,3,7,6,8,4,6,2,5,6,6,1,4,3,4,2,4,6,8,2,5,2,9,2,2
146:5,6,8,3,4,2,6,6,3,2,2,8,7,9,6,2,7,8,6,1,4,1,4,2,8,4,9,4,9,1
147:9,2,9,7,5,1,3,5,9,5,4,4,1,2,3,2,1,2,1,2,7,2,4,3,9,5,7,8,7,8
148:6,8,7,5,3,7,7,8,6,9,6,5,9,2,9,6,6,6,2,5,8,8,5,3,4,4,4,6,3,9
149:2,8,3,1,4,5,3,1,1,5,3,5,7,5,8,3,4,9,6,7,6,5,8,7,3,7,7,4,9,2
150:9,3,3,4,9,8,8,8,5,8,7,9,5,1,3,4,7,2,2,8,5,5,4,9,7,6,7,1,6,8
151:8,1,6,5,8,8,6,6,2,7,2,9,9,5,3,6,2,5,5,2,7,4,2,2,4,9,6,9,4,9
152:6,8,9,1,4,1,8,9,1,6,3,4,7,4,6,3,7,2,5,5,1,2,2,5,9,2,2,6,9,5
153:8,7,9,5,8,2,3,4,6,8,4,8,3,1,5,9,3,9,8,9,8,3,5,1,2,3,1,8,8,1
154:5,5,3,4,2,9,5,1,3,9,4,3,3,7,1,6,1,1,1,1,6,3,5,2,2,7,9,1,5,1
155:6,8,2,9,2,6,6,2,4,3,3,7,9,5,4,4,3,5,9,4,1,2,6,4,7,9,8,5,5,7
156:6,8,2,9,2,6,6,2,4,3,3,7,9,5,4,4,3,5,9,4,1,2,6,4,7,9,8,5,5,4
157:1,8,5,4,9,7,4,5,1,7,1,1,7,8,1,1,7,7,3,5,9,2,6,1,8,8,5,7,2,3
158:8,6,9,7,1,7,8,8,9,7,2,5,5,1,2,1,1,3,3,2,4,6,1,7,7,6,7,1,8,9
159:7,5,5,7,8,7,9,8,4,6,9,2,4,9,3,5,8,4,5,8,6,8,9,8,8,5,1,8,9,2
160:1,5,6,7,3,4,6,6,4,7,2,8,5,5,3,7,5,5,2,6,9,7,1,2,8,4,7,6,9,4
161:6,4,5,1,2,3,2,9,4,2,8,5,6,8,7,4,3,8,2,2,5,9,4,3,2,1,2,8,1,4
162:3,1,9,4,8,2,1,1,8,9,6,8,6,4,6,9,4,1,9,5,7,7,3,7,7,4,4,8,9,9
163:6,9,4,2,9,8,6,1,6,6,7,6,7,4,3,6,7,3,4,6,9,3,6,7,3,2,9,1,8,5
164:4,3,1,2,6,3,6,9,7,9,3,4,8,3,2,9,6,4,9,3,5,6,5,7,8,8,1,6,8,2
165:1,9,4,2,6,4,4,8,6,5,4,2,2,6,4,1,1,5,2,2,4,6,4,9,6,9,6,5,3,4
166:4,8,5,4,5,5,6,9,5,1,2,3,6,7,4,1,8,1,6,1,7,2,7,9,3,9,7,8,6,5
167:6,5,2,3,9,5,7,2,5,1,8,2,7,1,4,5,6,9,2,6,1,2,7,7,6,7,6,8,5,2
168:7,8,2,4,5,7,8,4,3,4,4,8,1,6,5,9,2,5,7,7,1,3,1,9,2,3,7,2,2,5
169:1,4,7,9,4,8,3,7,6,6,8,3,1,4,4,1,1,1,9,3,1,4,4,7,9,4,9,4,3,8
170:7,1,4,1,9,8,7,8,1,9,5,7,3,7,7,8,3,1,7,2,4,5,2,5,6,2,3,8,6,3
171:2,4,6,5,6,8,9,4,3,1,8,6,8,7,9,4,8,4,6,6,7,2,6,7,4,8,6,2,1,1
172:9,1,8,5,7,2,9,9,9,8,1,5,1,7,4,1,3,6,8,5,8,4,3,2,3,6,6,4,5,8
173:5,5,9,5,4,2,4,5,8,8,1,1,7,1,5,8,1,9,9,3,5,6,2,5,5,7,9,5,9,8
174:8,1,1,1,4,1,8,3,9,7,2,8,9,7,8,5,5,2,5,7,1,9,5,2,5,7,5,5,9,7
175:8,1,6,6,8,1,5,4,2,1,6,9,1,8,7,3,5,8,3,9,5,3,1,3,7,6,6,9,7,5
176:2,8,6,9,7,9,8,2,3,2,5,7,5,4,2,8,4,1,9,8,6,3,8,9,5,1,4,9,9,7
177:5,3,2,5,3,8,6,9,3,3,8,1,3,8,6,1,7,8,3,6,2,6,4,7,4,3,7,1,8,1
178:7,7,4,2,7,2,6,5,4,4,5,7,9,3,7,5,1,4,5,6,9,1,7,2,3,9,9,3,9,6
179:1,7,7,6,4,6,4,5,7,2,4,3,5,4,7,2,5,8,4,9,6,8,6,1,9,2,1,9,3,8
180:9,2,4,1,3,7,4,8,6,1,9,2,5,2,7,9,6,9,9,6,3,4,8,4,9,6,9,4,5,1
181:4,4,5,4,5,9,6,6,2,9,5,4,7,1,2,6,7,7,2,7,2,3,5,2,6,8,4,5,5,5
182:7,1,8,3,7,7,6,3,8,9,4,4,2,8,4,8,6,4,5,5,5,3,9,6,3,5,7,7,7,2
183:7,4,8,6,4,8,8,8,7,6,8,3,7,4,7,7,5,6,9,4,3,4,8,5,2,1,9,3,1,8
184:5,7,4,3,9,1,5,6,8,6,2,3,5,6,3,1,2,7,2,5,3,4,8,6,7,4,6,4,1,5
185:5,7,7,5,8,5,7,4,6,6,7,8,1,2,9,4,7,2,7,1,9,3,2,9,8,6,8,7,3,3
186:5,5,8,9,8,4,3,7,6,3,6,1,7,5,5,8,5,7,4,1,6,1,2,3,3,5,4,4,6,8
187:9,8,4,9,7,8,1,1,1,3,4,3,7,5,7,6,2,8,8,4,6,1,5,1,9,3,9,6,3,9
188:5,2,6,7,9,2,2,1,7,3,8,8,6,8,6,9,4,3,1,8,3,1,5,8,1,6,4,9,4,5
189:9,2,1,1,3,7,4,7,6,2,4,6,3,7,9,4,6,7,2,7,2,5,8,4,7,6,3,8,8,9
190:1,8,6,4,3,2,4,2,6,7,6,2,6,9,5,1,4,7,5,4,8,9,6,7,1,5,7,1,4,6
191:8,1,1,3,5,8,9,6,9,6,6,8,1,8,3,3,6,1,2,9,1,5,2,4,3,2,3,8,3,2
192:6,7,8,8,1,1,6,9,5,8,1,1,2,9,6,7,7,7,2,3,3,6,5,2,8,1,8,1,2,3
193:9,2,4,6,9,8,7,1,5,2,5,1,5,8,3,6,5,4,2,4,6,8,7,8,5,9,9,7,7,8
194:2,6,3,6,8,6,3,6,1,4,1,9,7,9,2,2,5,6,9,3,5,8,9,7,6,9,2,9,3,3
195:5,2,4,7,7,1,2,7,2,5,4,6,5,5,9,4,5,6,1,5,4,1,9,8,1,6,2,5,8,4
196:3,6,3,2,6,4,3,4,3,8,4,2,4,3,7,5,7,3,3,9,2,9,3,1,8,2,2,2,7,5
197:2,6,6,8,1,1,5,2,1,8,4,8,7,6,6,6,7,4,6,2,5,3,9,6,2,8,9,6,8,1
198:8,1,1,1,4,1,8,3,9,7,2,8,9,7,8,5,5,2,5,7,1,9,5,8,5,7,5,5,9,1
199:9,2,1,1,3,7,4,7,6,2,4,6,3,7,9,4,6,7,2,7,2,5,8,4,7,6,3,8,8,5
200:4,1,1,3,2,2,4,8,3,8,4,3,9,4,1,3,9,3,2,5,4,1,6,4,2,3,9,7,2,7
201:5,2,7,8,1,8,8,7,7,3,9,6,7,3,7,1,2,9,4,6,5,2,9,8,6,6,9,8,3,2
202:7,5,5,9,2,2,1,6,1,6,8,9,1,1,4,3,2,9,5,4,6,4,2,3,6,1,6,6,3,2
203:2,7,2,6,6,4,1,7,1,1,3,4,1,8,6,6,7,4,8,1,5,9,1,9,6,3,6,7,9,8
204:9,1,2,7,3,4,8,3,4,6,5,1,1,9,8,1,9,9,7,4,4,2,8,4,5,4,9,6,5,7
205:1,1,9,9,1,3,2,7,1,6,5,1,5,1,1,7,4,4,6,6,3,3,3,5,7,2,6,3,6,2
206:5,4,8,9,9,4,6,8,2,5,9,8,4,5,1,7,5,3,3,4,8,2,5,8,3,2,8,1,6,3
207:7,6,5,4,9,6,3,5,7,8,7,2,1,3,6,1,2,2,5,2,9,3,6,1,7,4,5,5,9,6
208:4,8,8,1,4,8,7,5,6,1,1,3,8,2,7,7,1,5,2,9,4,6,9,9,6,7,4,8,2,4
209:8,1,6,5,8,8,6,6,2,7,2,9,9,5,3,6,2,5,5,2,7,4,2,2,4,9,6,9,4,9
210:7,7,9,8,3,9,6,2,9,2,9,3,2,6,1,8,5,8,9,4,6,9,6,9,8,6,1,4,9,8
211:2,3,8,1,2,9,9,9,9,3,4,2,4,6,9,2,4,7,1,4,1,1,3,9,9,9,5,4,2,5
212:6,6,2,9,4,4,9,3,1,9,3,5,6,1,1,6,4,6,2,7,6,6,4,6,7,9,5,3,5,2
213:5,9,3,1,6,5,2,6,5,2,7,7,9,9,3,6,7,6,2,4,7,6,9,7,4,3,6,9,6,9
214:6,3,4,5,7,3,5,8,6,8,5,8,4,6,5,5,1,4,3,5,8,8,2,7,8,9,1,1,9,5
215:2,8,9,9,9,7,9,6,1,5,5,7,7,7,2,8,3,1,4,7,5,3,1,1,4,5,1,1,9,6
216:1,9,4,2,6,4,4,8,6,5,4,2,2,6,4,1,1,5,2,2,4,6,4,9,6,9,6,5,3,8
217:4,8,8,1,2,8,7,5,6,1,1,3,8,2,7,7,1,5,2,9,4,6,9,9,6,7,4,8,2,6
218:4,6,7,8,8,3,2,1,2,6,2,3,3,5,8,7,7,8,5,1,5,3,8,5,8,3,5,1,5,7
219:1,1,9,9,1,3,2,7,1,6,5,1,5,1,1,7,4,4,2,6,3,3,3,5,7,2,6,3,6,2
220:9,3,2,4,7,9,9,3,1,2,9,1,5,8,4,4,6,2,4,3,3,1,2,6,1,3,7,8,9,6
221:7,2,2,1,1,3,8,6,1,7,7,7,3,7,1,7,6,4,6,3,7,9,1,5,3,8,7,6,4,5
222:9,4,3,1,1,5,7,5,5,1,6,7,6,2,9,6,6,4,6,6,1,5,9,2,2,7,2,7,9,6
223:4,5,5,7,5,2,7,4,1,1,8,5,5,3,2,5,6,4,8,7,3,3,9,3,4,5,3,7,3,3
224:6,4,7,8,1,1,4,9,9,7,5,2,9,7,2,8,4,7,4,5,7,4,3,3,8,6,7,9,5,3
225:9,5,3,4,6,6,7,1,4,5,7,1,2,2,9,9,9,8,6,8,5,9,5,2,2,8,7,3,5,4
